,ConvertedAge,BreedRank,AnimalType_Cat,AnimalType_Dog,Female_Female,Female_Male,Female_Unknown,Intact_Intact,Intact_Spayed/Neutered,Intact_Unknown,MixedBreed_Known Breed Combo,MixedBreed_Mixed Breed,MixedBreed_Nonmixed,Named_Named,Named_Unnamed
26198,0.265841189312,-1.63800711605,0,1,1,0,0,0,1,0,0,1,0,1,0
21409,-0.738128021351,0.738260641456,1,0,0,0,1,0,0,1,0,1,0,0,1
16365,-0.403471617797,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
9049,-0.680206720736,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,0,1
4208,-0.680206720736,0.0946881237989,0,1,1,0,0,0,1,0,1,0,0,0,1
827,2.94309241775,-1.19245691152,0,1,0,1,0,0,1,0,0,1,0,1,0
1137,-0.0688152142423,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
17396,-0.680206720736,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
13989,-0.593324769813,-1.19245691152,0,1,1,0,0,0,1,0,0,0,1,1,0
17590,-0.477482168583,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
9244,-0.0688152142423,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
2843,-0.0688152142423,-1.63800711605,0,1,0,1,0,0,1,0,0,1,0,1,0
12368,0.600497592867,-1.63800711605,0,1,0,1,0,1,0,0,0,0,1,0,1
3771,0.935153996421,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
14781,0.265841189312,-1.43998480292,0,1,0,1,0,0,1,0,0,1,0,1,0
16463,-0.0688152142423,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,1,0
26715,-0.680206720736,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
21250,-0.718820921146,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
6878,-0.680206720736,-1.73701827261,0,1,1,0,0,0,1,0,1,0,0,1,0
5863,-0.564364119506,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
21589,-0.651246070428,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
1133,2.94309241775,-1.04394017667,0,1,0,1,0,0,1,0,1,0,0,1,0
9800,-0.680206720736,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,0,1
20463,0.265841189312,-0.548884393858,0,1,1,0,0,0,1,0,1,0,0,1,0
6312,-0.0688152142423,0.738260641456,1,0,0,0,1,0,0,1,0,1,0,0,1
14185,2.27377961064,-1.73701827261,0,1,0,1,0,0,1,0,0,1,0,0,1
22676,-0.0688152142423,-1.19245691152,0,1,1,0,0,0,1,0,0,1,0,0,1
11981,1.26981039998,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
15306,0.265841189312,-1.34097364636,0,1,0,1,0,1,0,0,1,0,0,0,1
11663,0.600497592867,0.0946881237989,0,1,0,1,0,0,1,0,0,1,0,1,0
21162,-0.738128021351,0.738260641456,1,0,0,0,1,0,0,1,0,1,0,0,1
14327,0.265841189312,-1.19245691152,0,1,1,0,0,0,1,0,0,1,0,1,0
22453,-0.680206720736,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
19007,3.94706162841,-1.73701827261,0,1,0,0,1,0,0,1,0,1,0,1,0
6403,-0.680206720736,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,1,0
19214,-0.403471617797,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,0,1
24658,-0.0688152142423,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,0,1
7563,-0.403471617797,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
21215,0.265841189312,-0.99443459839,0,1,0,1,0,0,1,0,1,0,0,1,0
13807,-0.593324769813,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
23878,1.26981039998,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
16893,-0.725256621215,0.738260641456,1,0,0,0,1,0,0,1,0,1,0,0,1
1669,-0.651246070428,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
2598,0.935153996421,0.589743906612,0,1,1,0,0,1,0,0,0,1,0,1,0
25265,-0.712385221078,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,1,0
7273,-0.0688152142423,-1.63800711605,0,1,1,0,0,0,1,0,0,1,0,1,0
21508,-0.403471617797,-1.61325432691,0,1,0,1,0,0,1,0,1,0,0,1,0
20872,0.265841189312,-1.14295133323,0,1,0,1,0,0,1,0,0,1,0,0,1
18396,-0.593324769813,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,0,1
26391,-0.477482168583,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
8394,-0.738128021351,-1.73701827261,0,1,0,1,0,1,0,0,0,1,0,0,1
13614,-0.0688152142423,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
11586,-0.725256621215,0.738260641456,1,0,0,0,1,0,0,1,0,1,0,0,1
18819,-0.680206720736,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
14630,-0.50644281889,0.0946881237989,0,1,1,0,0,1,0,0,0,1,0,0,1
10730,-0.718820921146,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
5311,-0.403471617797,0.738260641456,0,1,1,0,0,0,1,0,1,0,0,0,1
5419,-0.680206720736,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
4185,-0.403471617797,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
24900,2.27377961064,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,0,1
1666,-0.0688152142423,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
5516,-0.0688152142423,-1.19245691152,0,1,1,0,0,0,1,0,0,1,0,1,0
11929,-0.680206720736,-1.73701827261,0,1,0,1,0,0,1,0,0,1,0,1,0
19552,-0.0688152142423,-1.19245691152,0,1,0,1,0,0,1,0,0,1,0,1,0
17480,-0.403471617797,-1.63800711605,0,1,0,1,0,0,1,0,0,1,0,1,0
3960,-0.0688152142423,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
229,0.935153996421,-0.647895550421,0,1,1,0,0,0,1,0,0,0,1,0,1
19785,0.935153996421,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
25900,-0.622285420121,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
17528,1.60446680353,0.738260641456,0,1,0,1,0,0,1,0,1,0,0,1,0
7141,-0.680206720736,0.738260641456,0,1,1,0,0,0,1,0,1,0,0,1,0
359,-0.0688152142423,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
11925,1.26981039998,0.0946881237989,0,1,1,0,0,0,1,0,0,1,0,1,0
19543,1.93912320708,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
5008,-0.0688152142423,-1.19245691152,0,1,0,1,0,0,1,0,0,1,0,1,0
23830,0.600497592867,0.738260641456,0,1,0,1,0,1,0,0,0,1,0,1,0
17386,-0.403471617797,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
6959,-0.403471617797,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
13365,-0.680206720736,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
813,-0.725256621215,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
17883,-0.709167371044,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
2238,-0.651246070428,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
12728,-0.403471617797,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
15254,-0.0688152142423,-1.19245691152,0,1,0,1,0,1,0,0,0,1,0,0,1
24145,1.93912320708,-1.19245691152,0,1,1,0,0,0,1,0,0,1,0,1,0
9893,-0.0688152142423,0.589743906612,0,1,1,0,0,1,0,0,0,1,0,1,0
7281,1.60446680353,-1.19245691152,0,1,0,1,0,0,1,0,0,1,0,0,1
24424,-0.680206720736,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,1,0
16683,-0.0688152142423,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
6611,-0.709167371044,-1.56374874863,0,1,1,0,0,0,1,0,1,0,0,1,0
169,-0.709167371044,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,1,0
11042,3.94706162841,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
1461,-0.0688152142423,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
7378,-0.593324769813,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
2471,-0.680206720736,-1.73701827261,0,1,0,1,0,0,1,0,0,1,0,1,0
23395,-0.535403469198,0.738260641456,1,0,0,0,1,0,0,1,0,1,0,0,1
1421,-0.448521518275,0.0946881237989,0,1,0,1,0,0,1,0,0,1,0,1,0
7259,0.265841189312,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
25870,-0.0688152142423,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
4899,-0.403471617797,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
20107,-0.680206720736,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
26014,-0.0688152142423,-1.2419624898,0,1,0,1,0,0,1,0,0,1,0,0,1
21023,-0.403471617797,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,0,1
2092,-0.622285420121,0.738260641456,0,1,1,0,0,1,0,0,0,1,0,1,0
18292,-0.403471617797,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
19532,-0.0688152142423,-1.68751269433,0,1,0,1,0,0,1,0,0,1,0,1,0
7289,-0.680206720736,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
3335,-0.0688152142423,0.688755063175,0,1,1,0,0,0,1,0,0,1,0,0,1
4670,-0.680206720736,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
16775,0.600497592867,0.738260641456,0,1,0,1,0,1,0,0,0,1,0,1,0
15274,0.935153996421,0.49073275005,0,1,1,0,0,1,0,0,0,1,0,0,1
23561,1.93912320708,-1.11819854409,0,1,1,0,0,0,1,0,1,0,0,1,0
24674,-0.718820921146,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
13293,1.26981039998,-1.53899595949,0,1,0,1,0,0,1,0,0,1,0,1,0
9936,-0.403471617797,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
16040,-0.709167371044,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,1,0
16589,-0.0688152142423,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
5322,-0.622285420121,-1.73701827261,0,1,0,1,0,0,1,0,0,1,0,1,0
23018,-0.593324769813,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,0,1
19815,2.27377961064,-1.73701827261,0,1,1,0,0,0,1,0,0,1,0,1,0
22256,-0.709167371044,0.738260641456,0,1,0,1,0,1,0,0,0,1,0,0,1
10446,-0.403471617797,-0.944929020109,0,1,0,1,0,0,1,0,1,0,0,1,0
2852,1.60446680353,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
14100,-0.680206720736,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
3038,-0.0688152142423,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
18291,-0.725256621215,-1.19245691152,0,1,1,0,0,1,0,0,0,0,1,0,1
17439,-0.0688152142423,0.738260641456,0,1,0,1,0,1,0,0,0,1,0,1,0
18011,-0.0688152142423,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
525,0.600497592867,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
7593,1.26981039998,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,0,1
22483,-0.680206720736,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
18091,-0.0688152142423,-0.672648339562,0,1,0,1,0,1,0,0,1,0,0,1,0
4195,0.935153996421,-1.19245691152,0,1,1,0,0,0,1,0,0,1,0,1,0
16164,-0.738128021351,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
22443,4.61637443552,-1.63800711605,0,1,0,1,0,0,1,0,0,1,0,1,0
18589,0.265841189312,-1.39047922464,0,1,1,0,0,0,1,0,0,1,0,1,0
26060,0.600497592867,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
13956,1.93912320708,0.688755063175,0,1,0,1,0,0,1,0,0,0,1,1,0
14408,2.27377961064,-1.04394017667,0,1,1,0,0,1,0,0,0,1,0,1,0
18818,-0.403471617797,0.738260641456,0,1,1,0,0,0,1,0,0,0,1,1,0
9687,-0.680206720736,-1.63800711605,0,1,1,0,0,0,1,0,0,1,0,1,0
16672,-0.651246070428,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
157,-0.622285420121,-1.31622085722,0,1,1,0,0,1,0,0,1,0,0,0,1
20549,-0.403471617797,-1.4894903812,0,1,0,1,0,1,0,0,0,1,0,1,0
25631,-0.403471617797,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
17970,-0.564364119506,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,0,1
19789,-0.0688152142423,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
16051,-0.0688152142423,-1.31622085722,0,1,0,1,0,0,1,0,1,0,0,1,0
11223,-0.403471617797,-1.63800711605,0,1,0,1,0,0,1,0,0,1,0,1,0
5676,-0.622285420121,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
4316,-0.0688152142423,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,1,0
2762,-0.0688152142423,-1.39047922464,0,1,0,1,0,0,1,0,0,1,0,0,1
4351,-0.718820921146,0.738260641456,1,0,0,0,1,0,0,1,0,1,0,0,1
16200,-0.50644281889,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
1123,-0.0688152142423,-1.19245691152,0,1,1,0,0,0,1,0,0,1,0,1,0
5198,3.2777488213,-1.63800711605,0,1,0,1,0,0,1,0,1,0,0,1,0
19141,-0.738128021351,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
5432,-0.564364119506,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
20456,0.265841189312,-1.73701827261,0,1,1,0,0,0,1,0,1,0,0,1,0
23285,-0.403471617797,-1.73701827261,0,1,0,1,0,0,1,0,0,1,0,1,0
8611,-0.403471617797,-1.2419624898,0,1,0,1,0,1,0,0,0,1,0,1,0
11386,-0.718820921146,0.738260641456,1,0,0,0,1,0,0,1,0,1,0,0,1
9670,-0.0688152142423,-1.29146806808,0,1,0,1,0,0,1,0,1,0,0,1,0
18860,-0.403471617797,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
21769,-0.403471617797,-1.39047922464,0,1,0,1,0,0,1,0,0,1,0,1,0
5099,-0.651246070428,0.738260641456,1,0,0,1,0,0,1,0,0,0,1,1,0
21094,1.93912320708,-0.301356502452,0,1,0,1,0,0,1,0,0,1,0,1,0
18151,0.265841189312,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
15658,-0.680206720736,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
9103,-0.680206720736,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,1,0
2699,0.265841189312,0.738260641456,1,0,0,1,0,1,0,0,0,0,1,0,1
8568,-0.403471617797,-1.73701827261,0,1,0,1,0,0,1,0,1,0,0,1,0
8777,1.26981039998,-1.39047922464,0,1,1,0,0,0,1,0,0,0,1,1,0
4560,-0.651246070428,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
26402,-0.709167371044,0.738260641456,0,1,1,0,0,1,0,0,0,1,0,0,1
5976,0.600497592867,0.738260641456,0,1,0,1,0,1,0,0,0,1,0,1,0
19517,-0.718820921146,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
5836,0.935153996421,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
13765,-0.0688152142423,-1.34097364636,0,1,0,1,0,0,1,0,0,1,0,0,1
991,-0.622285420121,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,0,1
19082,-0.680206720736,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
4771,1.93912320708,-1.63800711605,0,1,1,0,0,0,1,0,0,1,0,1,0
4446,1.93912320708,-1.53899595949,0,1,0,1,0,0,1,0,0,1,0,1,0
8280,-0.651246070428,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,0,1
5902,1.60446680353,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
5548,-0.0688152142423,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
4061,-0.403471617797,0.738260641456,0,1,0,1,0,0,1,0,0,0,1,1,0
17684,1.26981039998,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
22569,-0.50644281889,-1.19245691152,0,1,1,0,0,0,1,0,0,1,0,1,0
11517,-0.403471617797,-0.697401128702,0,1,0,1,0,1,0,0,0,1,0,0,1
10791,-0.680206720736,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
9954,-0.593324769813,0.738260641456,1,0,0,0,1,0,0,1,0,1,0,0,1
10265,-0.403471617797,-0.821165074406,0,1,1,0,0,1,0,0,1,0,0,0,1
5621,-0.709167371044,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,1,0
4154,-0.0688152142423,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
4167,-0.403471617797,0.738260641456,0,1,1,0,0,0,1,0,0,0,1,1,0
12106,0.265841189312,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
6350,0.265841189312,-1.63800711605,0,1,1,0,0,1,0,0,0,0,1,1,0
2746,-0.0688152142423,-1.19245691152,0,1,0,1,0,0,1,0,0,1,0,0,1
21567,0.600497592867,-1.73701827261,0,1,0,1,0,0,1,0,0,1,0,1,0
5617,-0.403471617797,-1.73701827261,0,1,1,0,0,0,1,0,0,1,0,1,0
9597,-0.651246070428,-1.19245691152,0,1,1,0,0,0,1,0,0,1,0,0,1
1935,-0.419560867968,-1.73701827261,0,1,0,1,0,0,1,0,1,0,0,1,0
14552,-0.680206720736,-0.944929020109,0,1,1,0,0,0,1,0,1,0,0,1,0
25529,0.935153996421,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
7753,-0.680206720736,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,0,1
10945,3.61240522486,-1.73701827261,0,1,0,1,0,0,1,0,0,1,0,1,0
7971,0.265841189312,-1.4894903812,0,1,1,0,0,0,1,0,1,0,0,1,0
11248,-0.731692321283,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
24719,-0.0688152142423,-1.73701827261,0,1,0,1,0,0,1,0,0,1,0,1,0
10470,-0.593324769813,0.738260641456,0,1,1,0,0,1,0,0,0,1,0,0,1
25190,-0.403471617797,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
8651,-0.403471617797,-1.39047922464,0,1,0,1,0,0,1,0,0,1,0,0,1
20024,-0.50644281889,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
14441,-0.0688152142423,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,1,0
24623,-0.403471617797,-1.73701827261,0,1,1,0,0,0,1,0,0,1,0,1,0
2218,-0.651246070428,0.0946881237989,0,1,1,0,0,1,0,0,0,1,0,1,0
7310,-0.0688152142423,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
15314,-0.50644281889,-1.4894903812,0,1,1,0,0,0,1,0,0,1,0,1,0
10316,-0.680206720736,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
22874,0.935153996421,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
18513,-0.535403469198,-1.68751269433,0,1,0,1,0,0,1,0,1,0,0,1,0
24397,-0.403471617797,-1.73701827261,0,1,0,1,0,0,1,0,1,0,0,1,0
13184,-0.680206720736,0.738260641456,0,1,1,0,0,1,0,0,0,1,0,1,0
7350,-0.712385221078,-1.19245691152,0,1,1,0,0,1,0,0,0,1,0,0,1
22724,-0.718820921146,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
15988,-0.0688152142423,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,0,1
8157,-0.622285420121,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
10609,-0.680206720736,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,0,1
6406,-0.403471617797,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
1187,-0.622285420121,0.738260641456,1,0,1,0,0,0,1,0,0,0,1,1,0
11721,-0.593324769813,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,0,1
5199,-0.0688152142423,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,1,0
11718,-0.709167371044,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
6120,-0.0688152142423,-1.63800711605,0,1,1,0,0,1,0,0,0,1,0,0,1
24708,-0.403471617797,-1.73701827261,0,1,0,1,0,0,1,0,0,1,0,1,0
18841,2.27377961064,-1.04394017667,0,1,0,1,0,0,1,0,0,1,0,1,0
1745,-0.0688152142423,-1.4894903812,0,1,0,1,0,1,0,0,0,1,0,1,0
2683,0.265841189312,-1.43998480292,0,1,1,0,0,0,1,0,0,1,0,1,0
19431,-0.725256621215,-1.19245691152,0,1,1,0,0,1,0,0,0,1,0,1,0
11857,-0.725256621215,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
5947,-0.593324769813,0.738260641456,0,1,0,1,0,0,1,0,1,0,0,1,0
22752,-0.651246070428,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
18798,-0.0688152142423,-1.39047922464,0,1,0,1,0,1,0,0,0,0,1,1,0
14734,0.935153996421,-1.73701827261,0,1,1,0,0,0,1,0,0,1,0,1,0
22565,-0.403471617797,-1.3657264355,0,1,0,1,0,0,1,0,1,0,0,1,0
25012,-0.448521518275,0.738260641456,0,1,0,1,0,1,0,0,0,1,0,1,0
21824,0.600497592867,-1.34097364636,0,1,1,0,0,1,0,0,0,1,0,1,0
18417,-0.622285420121,-1.73701827261,0,1,0,1,0,0,1,0,0,0,1,1,0
25528,-0.403471617797,-1.39047922464,0,1,0,1,0,1,0,0,0,1,0,1,0
4929,-0.0688152142423,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
3567,-0.622285420121,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
9058,-0.0688152142423,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
9635,-0.651246070428,-1.19245691152,0,1,0,1,0,0,1,0,0,1,0,1,0
13060,-0.403471617797,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
12903,-0.535403469198,-1.53899595949,0,1,0,1,0,0,1,0,1,0,0,1,0
3053,-0.564364119506,-1.43998480292,0,1,1,0,0,0,1,0,1,0,0,1,0
1704,0.265841189312,-1.73701827261,0,1,1,0,0,0,1,0,0,1,0,0,1
4005,-0.593324769813,0.738260641456,0,1,1,0,0,1,0,0,0,1,0,1,0
11561,-0.680206720736,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
21301,-0.718820921146,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
219,-0.712385221078,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,1,0
8658,-0.0688152142423,-0.99443459839,0,1,0,1,0,0,1,0,1,0,0,1,0
2295,-0.448521518275,-1.19245691152,0,1,1,0,0,0,1,0,0,1,0,1,0
25890,-0.0688152142423,0.738260641456,0,1,0,1,0,1,0,0,0,1,0,1,0
1264,-0.0688152142423,-1.2419624898,0,1,1,0,0,1,0,0,0,0,1,1,0
14526,2.60843601419,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
8839,-0.680206720736,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,0,1
7025,-0.593324769813,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
4288,-0.403471617797,0.738260641456,0,1,1,0,0,0,1,0,0,0,1,1,0
7926,-0.651246070428,0.738260641456,1,0,0,0,1,0,0,1,0,1,0,0,1
21040,-0.622285420121,-1.43998480292,0,1,0,1,0,0,1,0,1,0,0,1,0
18359,-0.0688152142423,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
9712,0.600497592867,-1.4894903812,0,1,0,1,0,1,0,0,0,0,1,1,0
17249,-0.403471617797,-1.4894903812,0,1,1,0,0,0,1,0,0,1,0,1,0
6550,0.600497592867,-1.19245691152,0,1,0,1,0,1,0,0,0,1,0,0,1
3600,-0.0688152142423,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
14065,3.2777488213,-1.53899595949,0,1,1,0,0,0,1,0,0,1,0,1,0
3442,-0.403471617797,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
3061,-0.403471617797,0.738260641456,0,1,0,1,0,0,1,0,1,0,0,1,0
3057,-0.622285420121,0.738260641456,1,0,1,0,0,0,1,0,0,0,1,1,0
19067,-0.680206720736,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,0,1
17607,0.265841189312,-1.68751269433,0,1,1,0,0,1,0,0,1,0,0,0,1
12595,-0.403471617797,-1.19245691152,0,1,1,0,0,0,1,0,0,1,0,1,0
26087,-0.0688152142423,-1.68751269433,0,1,1,0,0,1,0,0,0,1,0,0,1
16354,0.935153996421,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
7529,-0.564364119506,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
2463,0.600497592867,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
29,1.60446680353,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
17708,-0.738128021351,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
3500,-0.680206720736,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
9915,1.26981039998,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
13194,-0.50644281889,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
21138,-0.403471617797,-1.43998480292,0,1,0,1,0,0,1,0,0,1,0,0,1
23608,2.60843601419,-0.845917863546,0,1,1,0,0,0,1,0,0,1,0,1,0
16823,-0.403471617797,-1.39047922464,0,1,1,0,0,0,1,0,0,1,0,1,0
24917,-0.680206720736,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
11980,-0.448521518275,-1.73701827261,0,1,0,1,0,0,1,0,1,0,0,1,0
11620,-0.712385221078,0.738260641456,1,0,0,0,1,0,0,1,0,1,0,0,1
3579,2.94309241775,-1.34097364636,0,1,1,0,0,0,1,0,0,1,0,1,0
10323,0.600497592867,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,0,1
3953,-0.680206720736,-1.43998480292,0,1,1,0,0,0,1,0,1,0,0,0,1
17020,-0.0688152142423,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
12307,-0.0688152142423,-1.19245691152,0,1,0,1,0,0,1,0,0,1,0,1,0
2139,-0.593324769813,-1.43998480292,0,1,1,0,0,0,1,0,0,1,0,1,0
24844,1.26981039998,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
7854,-0.709167371044,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
13890,0.935153996421,-1.73701827261,0,1,0,1,0,0,1,0,1,0,0,1,0
3578,-0.709167371044,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,1,0
18979,-0.0688152142423,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
12817,1.60446680353,-1.34097364636,0,1,0,1,0,0,1,0,0,1,0,1,0
24903,1.93912320708,-1.39047922464,0,1,0,1,0,0,1,0,0,1,0,1,0
